document_id,review_title,review_url,product_name,flavor_a,flavor_b,pair_key,sentence,matched_categories,matched_terms,matched_negated_categories,matched_negated_terms,is_same_sentence_pair,has_explicit_mix_expression,explicit_mix_text,is_template_sentence,template_pattern,has_positive_expression,has_negative_expression,has_taste_role_explanation,role_detection_rule,role_action_term,role_effect_term,is_product_name_derived,is_parent_child_pair,parent_child_reason
R0065,MALAKI – Double Apple(ダブルアップル),https://cloud-jp.net/malaki-doubleapple/,MALAKI – Double Apple(ダブルアップル),グアバ,ダブルアップル,グアバ||ダブルアップル,・ダブルアップル×ゴールデンデリシャスアップル×グアバ – 青リンゴの熟し切っていない甘さとグアバの風味がリコリスの風味をしっかりと引き立てます。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0149,DOZAJ – Two Apple(トゥーアップル)レビュー,https://cloud-jp.net/dozaj-twoapple/,DOZAJ – Two Apple(トゥーアップル)レビュー,グアバ,ダブルアップル,グアバ||ダブルアップル,シーシャといえばダブルアップル、トゥーアップルが代名詞と言われがちですが、上述の通り林檎の味ではないので初心者向きではないと思います。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0149,DOZAJ – Two Apple(トゥーアップル)レビュー,https://cloud-jp.net/dozaj-twoapple/,DOZAJ – Two Apple(トゥーアップル)レビュー,グアバ,ダブルアップル,グアバ||ダブルアップル,慣れてない方やTwo Appleをアクセントとして使いたい場合にはグレープフルーツやグアバ、ペアーあたりが良いのではないでしょうか。,,,evaluation:positive,良い,False,False,,False,,False,True,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ジャスミン,ミント,ジャスミン||ミント,MALAKI – Grape Mint(グレープミント)の特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ジャスミン,ミント,ジャスミン||ミント,MALAKI – Grape Mint(グレープミント)のおすすめミックス,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ジャスミン,ミント,ジャスミン||ミント,名前の通り、グレープとミントのミックスフレーバーです。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ジャスミン,ミント,ジャスミン||ミント,ミントはマラキのミントミックスフレーバー同様、清涼感も感じられつつミントの香りもしっかりと立っている印象を受けます。,experience:aroma|experience:coolness,清涼感|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ジャスミン,ミント,ジャスミン||ミント,全体として、グレープとミントのバランスが非常に良く、単体でも十分に楽しめます。,experience:balance,バランス,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ジャスミン,ミント,ジャスミン||ミント,瑞々しいグレープの甘さとミントの清涼感を生かすミックスを考えてみました。,experience:coolness,清涼感,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ジャスミン,ミント,ジャスミン||ミント,・グレープミント×ジャスミン×ライチ – 華やかな香りを楽しむミックスです。,experience:aroma,香り,,,False,True,ミント×ジャスミン,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ジャスミン,ミント,ジャスミン||ミント,ジャスミンの香りとライチ・グレープミントの爽やかな甘さが非常によく合います。,experience:aroma|experience:coolness,爽やか|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント),ジャスミン,ミント,ジャスミン||ミント,MALAKI – Grape Mint(グレープミント)はCLOUD SHOPにてご購入いただけます！,,,,,False,False,,True,CLOUD SHOPにてご購入いただけます,False,False,False,,,,False,False,
R0162,TROY ANISE(アニス) レビュー,https://cloud-jp.net/troy-anise/,TROY ANISE(アニス) レビュー,ジャスミン,ミント,ジャスミン||ミント,個人的にフローラル系のTrifecta DarkのラベンダーミントやDozaj ジャスミン、Al fakher　ローズあたりが相性いいと思います。,experience:balance,相性,,,True,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,バニラ,ココナッツ||バニラ,ジンジャーココナッツは、その名の通り、ジンジャーとココナッツのミックスフレーバーです。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,バニラ,ココナッツ||バニラ,ココナッツの甘みとピリッとしたジンジャーが上手く共存し、喉にしっかりとスパイス感が伝わります。,taste:spicy,スパイス,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,バニラ,ココナッツ||バニラ,時間の経過とともに、ジンジャーは落ち着き、ココナッツの主張が強くなります。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,バニラ,ココナッツ||バニラ,ココナッツは、Al Fakherに近いシンプルなココナッツです。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,バニラ,ココナッツ||バニラ,甘みとココナッツの風味がしっかりと感じられます。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,バニラ,ココナッツ||バニラ,ピリッとしたジンジャーとココナッツの甘みを活かすミックスを考えてみました。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0074,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,https://cloud-jp.net/dozaj-gingercoconuts/,DOZAJ – Ginger Coconuts(ジンジャーココナッツ)レビュー,ココナッツ,バニラ,ココナッツ||バニラ,・ジンジャーココナッツ×バニラ×ハニー – 甘さを前面に出しつつ、ピリッとしたジンジャーが後味をまとめてくれます。,,,,,False,True,ココナッツ×バニラ,False,,False,False,False,,,,False,False,
R0133,DOZAJ – Coconut(ココナッツ)レビュー,https://cloud-jp.net/dozaj-coconut/,DOZAJ – Coconut(ココナッツ)レビュー,ココナッツ,バニラ,ココナッツ||バニラ,また、バニラやキャラメルとミックスして甘々にするのも、甘党の方にはおすすめできます。,evaluation:positive,おすすめ,,,False,False,,False,,True,False,False,,,,False,False,
R0133,DOZAJ – Coconut(ココナッツ)レビュー,https://cloud-jp.net/dozaj-coconut/,DOZAJ – Coconut(ココナッツ)レビュー,ココナッツ,バニラ,ココナッツ||バニラ,DOZAJ(ドザジ) – Coconut(ココナッツ)はCLOUD SHOPにてご購入いただけます！,,,,,False,False,,True,CLOUD SHOPにてご購入いただけます,False,False,False,,,,False,False,
R0055,MALAKI – Orange(オレンジ),https://cloud-jp.net/malaki-orange/,MALAKI – Orange(オレンジ),オレンジ,ライチ,オレンジ||ライチ,・オレンジ×ライチ×アイス – フルーツミックスに清涼感の強いアイスをちょい足しミックスです。,experience:coolness|experience:heaviness,強い|清涼感,,,True,True,オレンジ×ライチ,False,,False,False,False,,,,False,False,
R0097,Tabu – Pomelo(ポメロ)レビュー,https://cloud-jp.net/tabu-pomelo/,Tabu – Pomelo(ポメロ)レビュー,オレンジ,ライチ,オレンジ||ライチ,筆者である私と同様、ポメロをそもそも知らない方が多いと思うので他のフルーツに例えると、吸っている時は舌でオレンジのような甘味を感じ、吐くときにグレープフルーツのような酸味・ビターさを感じます。,taste:acidity|taste:bitterness,ビター|酸味,,,False,False,,False,,False,False,False,,,,False,False,
R0097,Tabu – Pomelo(ポメロ)レビュー,https://cloud-jp.net/tabu-pomelo/,Tabu – Pomelo(ポメロ)レビュー,オレンジ,ライチ,オレンジ||ライチ,それ以外のミックスでは、buta taigaやボムシェルなどの香木系フレーバーとミックスして爽やかで上品な味わいのミックスにしたり、ライチやグレープフルーツ、パンションフルーツなどトミックスしてフルーツジューシーミックスにしたりするのもオススメです。,experience:coolness|taste:fruity,ジューシー|爽やか,,,False,False,,False,,False,False,False,,,,False,False,
R0056,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/,MALAKI – Bitter Sweet(ビタースイート),グアバ,パッションフルーツ,グアバ||パッションフルーツ,・ビタースイート×グアバ×パッションフルーツ – 南国系のフルーツミックスにちょい足しです。,taste:bitterness|taste:sweetness,スイート|ビター,,,True,True,グアバ×パッションフルーツ,False,,False,False,False,,,,False,False,
R0067,DOZAJ – Fig(フィグ)レビュー,https://cloud-jp.net/dozaj-fig/,DOZAJ – Fig(フィグ)レビュー,グアバ,パッションフルーツ,グアバ||パッションフルーツ,・フィグ×グアバ×パッションフルーツ – 甘さのバランスがよく、後味の渋味で南国っぽい気分になれるミックスです。,experience:balance,バランス,,,True,True,グアバ×パッションフルーツ,False,,False,False,False,,,,False,False,
R0056,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/,MALAKI – Bitter Sweet(ビタースイート),グレープフルーツ,パッションフルーツ,グレープフルーツ||パッションフルーツ,オレンジピールやグレープフルーツの苦味や渋味が強く感じられ、その奥に柑橘系の爽やかな香りが存在します。,experience:aroma|experience:coolness|taste:bitterness,爽やか|苦味|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0056,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/,MALAKI – Bitter Sweet(ビタースイート),グレープフルーツ,パッションフルーツ,グレープフルーツ||パッションフルーツ,・ビタースイート×オレンジ×グレープフルーツ – ピールの風味が特徴的な柑橘系とのミックス。,taste:bitterness|taste:sweetness,スイート|ビター,,,False,False,,False,,False,False,False,,,,False,False,
R0056,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/,MALAKI – Bitter Sweet(ビタースイート),グレープフルーツ,パッションフルーツ,グレープフルーツ||パッションフルーツ,・ビタースイート×グアバ×パッションフルーツ – 南国系のフルーツミックスにちょい足しです。,taste:bitterness|taste:sweetness,スイート|ビター,,,False,False,,False,,False,False,False,,,,False,False,
R0081,DOZAJ – Maracuja(マラクジャ)レビュー,https://cloud-jp.net/dozaj-maracuja/,DOZAJ – Maracuja(マラクジャ)レビュー,グレープフルーツ,パッションフルーツ,グレープフルーツ||パッションフルーツ,Maracuja(マラクジャ)はポルトガル語で、翻訳するとパッションフルーツだそうです。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0081,DOZAJ – Maracuja(マラクジャ)レビュー,https://cloud-jp.net/dozaj-maracuja/,DOZAJ – Maracuja(マラクジャ)レビュー,グレープフルーツ,パッションフルーツ,グレープフルーツ||パッションフルーツ,Dozajからはパッションフルーツのフレーバーも発売されています。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0081,DOZAJ – Maracuja(マラクジャ)レビュー,https://cloud-jp.net/dozaj-maracuja/,DOZAJ – Maracuja(マラクジャ)レビュー,グレープフルーツ,パッションフルーツ,グレープフルーツ||パッションフルーツ,そこでパッションフルーツの色について調べてみると、黄色種と紫色種の二つが両方存在しているらしく、それぞれ栽培に適した気候が異なるのだそう。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0081,DOZAJ – Maracuja(マラクジャ)レビュー,https://cloud-jp.net/dozaj-maracuja/,DOZAJ – Maracuja(マラクジャ)レビュー,グレープフルーツ,パッションフルーツ,グレープフルーツ||パッションフルーツ,ドザジのマラキュジャは、甘味はそれほどなく、グレープフルーツのようなビターな酸味がメインに感じるフレーバーです。,taste:acidity|taste:bitterness,ビター|酸味,,,False,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,オレンジ,ベリー,オレンジ||ベリー,Black Currantは別名カシスと呼ばれ、ベリーの一種です。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,オレンジ,ベリー,オレンジ||ベリー,吸った感じとしては、ほんのりとした苦味とベリー系の甘さを感じます。,taste:bitterness,苦味,,,False,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,オレンジ,ベリー,オレンジ||ベリー,一方でベリー系にありがちな酸味はあまりないです。,,,taste:acidity,酸味,False,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,オレンジ,ベリー,オレンジ||ベリー,煙の質感として、喉にひっかかることはありませんが、ベリー、カシス系特有の重たさみたいなものを感じます。,experience:smoke,煙,,,False,False,,False,,False,False,False,,,,False,False,
R0143,DOZAJ – Black Currant(ブラックカラント)レビュー,https://cloud-jp.net/dozaj-blackcurrant/,DOZAJ – Black Currant(ブラックカラント)レビュー,オレンジ,ベリー,オレンジ||ベリー,カシスのフレーバーであるため、最初に思いつくのはオレンジとミックスしてカシスオレンジ風ミックスですね。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0195,Al Fakher Grenadine(グレナデン)レビュー,https://cloud-jp.net/alfakher-grenadine-review/,Al Fakher Grenadine(グレナデン)レビュー,オレンジ,ベリー,オレンジ||ベリー,グアバやレモン、グレープフルーツ、オレンジ、ベリー系などとミックスすれば間違いなしです。,,,,,True,True,オレンジ、ベリー系などとミックス,False,,False,False,False,,,,False,False,
R0097,Tabu – Pomelo(ポメロ)レビュー,https://cloud-jp.net/tabu-pomelo/,Tabu – Pomelo(ポメロ)レビュー,グレープフルーツ,ライチ,グレープフルーツ||ライチ,それ以外のミックスでは、buta taigaやボムシェルなどの香木系フレーバーとミックスして爽やかで上品な味わいのミックスにしたり、ライチやグレープフルーツ、パンションフルーツなどトミックスしてフルーツジューシーミックスにしたりするのもオススメです。,experience:coolness|taste:fruity,ジューシー|爽やか,,,True,False,,False,,False,False,False,,,,False,False,
R0163,日本発ノンニコチンフレーバー『Japonesque』を吸ってみた【前編】,https://cloud-jp.net/japonesque-review-01/,日本発ノンニコチンフレーバー『Japonesque』を吸ってみた【前編】,グレープフルーツ,ライチ,グレープフルーツ||ライチ,「風鈴」はスイカ、グレープフルーツ、ライチのミックスフレーバーです。,,,,,True,True,グレープフルーツ、ライチのミックス,False,,False,False,False,,,,False,False,
R0168,旬-SHUN- GUAVA,https://cloud-jp.net/shun-guava/,旬-SHUN- GUAVA,パイナップル,ミント,パイナップル||ミント,・【旬-shun-】グアバ(30%)　+ 【旬-shun-】パイナップル(30%)　+　【AlFakher】ブルーベリー(40%),,,,,False,False,,False,,False,False,False,,,,False,False,
R0168,旬-SHUN- GUAVA,https://cloud-jp.net/shun-guava/,旬-SHUN- GUAVA,パイナップル,ミント,パイナップル||ミント,・【Buta Tobacco】タイガ(50%)　+　【旬-shun-】グアバ(50%)　+　（お好みでミント）,,,,,False,False,,False,,False,False,False,,,,False,False,
R0222,FUMARIの特徴、おすすめのフレーバーについて,https://cloud-jp.net/fumari-recommended/,FUMARIの特徴、おすすめのフレーバーについて,パイナップル,ミント,パイナップル||ミント,1.ミント,,,,,False,False,,False,,False,False,False,,,,False,False,
R0222,FUMARIの特徴、おすすめのフレーバーについて,https://cloud-jp.net/fumari-recommended/,FUMARIの特徴、おすすめのフレーバーについて,パイナップル,ミント,パイナップル||ミント,その理由の一つに、FUAMRIのミントはミックスが前提に作られていることがあります。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0222,FUMARIの特徴、おすすめのフレーバーについて,https://cloud-jp.net/fumari-recommended/,FUMARIの特徴、おすすめのフレーバーについて,パイナップル,ミント,パイナップル||ミント,そのため、ミントの清涼感も控えめに作られています。,experience:coolness,清涼感,,,False,False,,False,,False,False,False,,,,False,False,
R0222,FUMARIの特徴、おすすめのフレーバーについて,https://cloud-jp.net/fumari-recommended/,FUMARIの特徴、おすすめのフレーバーについて,パイナップル,ミント,パイナップル||ミント,ミントは単体で吸うことはあまりないですが、ミントをミックスしたシーシャを吸うのであれば,,,,,False,False,,False,,False,False,False,,,,False,False,
R0222,FUMARIの特徴、おすすめのフレーバーについて,https://cloud-jp.net/fumari-recommended/,FUMARIの特徴、おすすめのフレーバーについて,パイナップル,ミント,パイナップル||ミント,FUMARIのミントを試してみてください。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0222,FUMARIの特徴、おすすめのフレーバーについて,https://cloud-jp.net/fumari-recommended/,FUMARIの特徴、おすすめのフレーバーについて,パイナップル,ミント,パイナップル||ミント,カリビアンコラーダはココナッツとパイナップルがすでにミックスされたフレーバーですので,,,,,False,False,,False,,False,False,False,,,,False,False,
R0159,TROY – BLUE GUAVA(ブルーグアバ)レビュー,https://cloud-jp.net/troy-blueguava/,TROY – BLUE GUAVA(ブルーグアバ)レビュー,グアバ,ベリー,グアバ||ベリー,こちらの記事では、TROY(トロイ)のBlue Guava(ブルーグアバ)のフレーバーレビューをご紹介します。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0159,TROY – BLUE GUAVA(ブルーグアバ)レビュー,https://cloud-jp.net/troy-blueguava/,TROY – BLUE GUAVA(ブルーグアバ)レビュー,グアバ,ベリー,グアバ||ベリー,香りとしてはすっきりとしたブルーベリーの香りにグァバの甘みが後追いしてくるような味わいです。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0159,TROY – BLUE GUAVA(ブルーグアバ)レビュー,https://cloud-jp.net/troy-blueguava/,TROY – BLUE GUAVA(ブルーグアバ)レビュー,グアバ,ベリー,グアバ||ベリー,TROY(トロイ) – BLUE GUAVA(ブルーグアバ)はCLOUD SHOPにてご購入いただけます！,,,,,False,False,,True,CLOUD SHOPにてご購入いただけます,False,False,False,,,,False,False,
R0195,Al Fakher Grenadine(グレナデン)レビュー,https://cloud-jp.net/alfakher-grenadine-review/,Al Fakher Grenadine(グレナデン)レビュー,グアバ,ベリー,グアバ||ベリー,グアバやレモン、グレープフルーツ、オレンジ、ベリー系などとミックスすれば間違いなしです。,,,,,True,False,,False,,False,False,False,,,,False,False,
R0040,MALAKI – Lemon(レモン),https://cloud-jp.net/malaki-lemon/,MALAKI – Lemon(レモン),アールグレイ,レモン,アールグレイ||レモン,MALAKI – Lemon(レモン)の特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,False,False,
R0040,MALAKI – Lemon(レモン),https://cloud-jp.net/malaki-lemon/,MALAKI – Lemon(レモン),アールグレイ,レモン,アールグレイ||レモン,MALAKI – Lemon(レモン)のおすすめミックス,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,False,False,
R0040,MALAKI – Lemon(レモン),https://cloud-jp.net/malaki-lemon/,MALAKI – Lemon(レモン),アールグレイ,レモン,アールグレイ||レモン,レモンのフレーバーには、数パターンあると思います。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0040,MALAKI – Lemon(レモン),https://cloud-jp.net/malaki-lemon/,MALAKI – Lemon(レモン),アールグレイ,レモン,アールグレイ||レモン,例えば、お菓子のような甘みを持っているタイプのレモン、レモンの皮の味の強い再現度の高いレモンなどです。,experience:heaviness,強い,,,False,False,,False,,False,False,False,,,,False,False,
R0040,MALAKI – Lemon(レモン),https://cloud-jp.net/malaki-lemon/,MALAKI – Lemon(レモン),アールグレイ,レモン,アールグレイ||レモン,その中で言うと、マラキのレモンは、お菓子のような甘みが第一印象としては強めで、煙を吐いた後の抜けた際のレモンの再現性の高い香りが特徴です。,experience:aroma|experience:smoke,煙|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0040,MALAKI – Lemon(レモン),https://cloud-jp.net/malaki-lemon/,MALAKI – Lemon(レモン),アールグレイ,レモン,アールグレイ||レモン,・ワイルド×ナワール×アールグレイ – お花と紅茶の香りを足して、ワイルドがいつものいい香りの後味をまとめてくれます。,experience:aroma,香り,,,False,False,,False,,False,False,False,,,,False,False,
R0040,MALAKI – Lemon(レモン),https://cloud-jp.net/malaki-lemon/,MALAKI – Lemon(レモン),アールグレイ,レモン,アールグレイ||レモン,MALAKI – Lemon(レモン)はCLOUD SHOPにてご購入いただけます！,,,,,False,False,,True,CLOUD SHOPにてご購入いただけます,False,False,False,,,,False,False,
R0154,TROY – LEMON BISCUIT(レモンビスケット)レビュー,https://cloud-jp.net/troy-lemonbiscuit/,TROY – LEMON BISCUIT(レモンビスケット)レビュー,アールグレイ,レモン,アールグレイ||レモン,こちらの記事では、TROY(トロイ)のLEMON BISCUIT(レモンビスケット)のフレーバーレビューをご紹介します。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0154,TROY – LEMON BISCUIT(レモンビスケット)レビュー,https://cloud-jp.net/troy-lemonbiscuit/,TROY – LEMON BISCUIT(レモンビスケット)レビュー,アールグレイ,レモン,アールグレイ||レモン,Lemon Biscuitの特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,False,False,
R0154,TROY – LEMON BISCUIT(レモンビスケット)レビュー,https://cloud-jp.net/troy-lemonbiscuit/,TROY – LEMON BISCUIT(レモンビスケット)レビュー,アールグレイ,レモン,アールグレイ||レモン,Lemon Biscuitを使ったおすすめミックス,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,False,False,
R0154,TROY – LEMON BISCUIT(レモンビスケット)レビュー,https://cloud-jp.net/troy-lemonbiscuit/,TROY – LEMON BISCUIT(レモンビスケット)レビュー,アールグレイ,レモン,アールグレイ||レモン,TROY Lemon Biscuit は、甘味が控えめでレモンの風味、ビスケットの生地感をうまく再現しています。,,,,,False,False,,False,,False,False,False,,,,False,False,
R0154,TROY – LEMON BISCUIT(レモンビスケット)レビュー,https://cloud-jp.net/troy-lemonbiscuit/,TROY – LEMON BISCUIT(レモンビスケット)レビュー,アールグレイ,レモン,アールグレイ||レモン,レモンは、お菓子系ではなくキレのある渋み、ビターさがよく感じられ、ビスケットの生地感・小麦感と相まってレモンパイとしての再現度が高いです。,taste:bitterness,ビター,,,False,False,,False,,False,False,False,,,,False,False,
R0154,TROY – LEMON BISCUIT(レモンビスケット)レビュー,https://cloud-jp.net/troy-lemonbiscuit/,TROY – LEMON BISCUIT(レモンビスケット)レビュー,アールグレイ,レモン,アールグレイ||レモン,TROY Lemon Biscuitをつかったおすすめのミックスは、フレッシュなレモンの風味を生かしてハニーミルクなどの甘いフレーバーで優しく包み込んだり、,evaluation:positive|taste:sweetness,おすすめ|甘い,,,False,False,,True,おすすめのミックス,True,False,False,,,,False,False,
R0154,TROY – LEMON BISCUIT(レモンビスケット)レビュー,https://cloud-jp.net/troy-lemonbiscuit/,TROY – LEMON BISCUIT(レモンビスケット)レビュー,アールグレイ,レモン,アールグレイ||レモン,午後のティータイムを再現するかのようなアールグレイとのミックスもおすすめです。,evaluation:positive,おすすめ,,,False,False,,False,,True,False,False,,,,False,False,
R0154,TROY – LEMON BISCUIT(レモンビスケット)レビュー,https://cloud-jp.net/troy-lemonbiscuit/,TROY – LEMON BISCUIT(レモンビスケット)レビュー,アールグレイ,レモン,アールグレイ||レモン,TROY(トロイ) – LEMON BISCUIT(レモンビスケット)はCLOUD SHOPにてご購入いただけます！,,,,,False,False,,True,CLOUD SHOPにてご購入いただけます,False,False,False,,,,False,False,
R0060,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/,MALAKI – Orange Mint(オレンジミント),チョコレート,ミント,チョコレート||ミント,MALAKI – Orange Mint(オレンジミント)の特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,False,False,
R0060,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/,MALAKI – Orange Mint(オレンジミント),チョコレート,ミント,チョコレート||ミント,MALAKI – Orange Mint(オレンジミント)のおすすめミックス,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,False,False,
R0060,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/,MALAKI – Orange Mint(オレンジミント),チョコレート,ミント,チョコレート||ミント,ミントはマラキのミントミックスフレーバー同様、清涼感も感じられつつミントの香りもしっかりと立っている印象を受けます。,experience:aroma|experience:coolness,清涼感|香り,,,False,False,,False,,False,False,False,,,,False,False,
R0060,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/,MALAKI – Orange Mint(オレンジミント),チョコレート,ミント,チョコレート||ミント,ミントの清涼感が甘ったるさを消してくれます。,experience:coolness,清涼感,,,False,False,,False,,False,False,False,,,,False,False,
R0060,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/,MALAKI – Orange Mint(オレンジミント),チョコレート,ミント,チョコレート||ミント,・オレンジミント×チョコレート – ビターなチョコレートとのミックスでも果実の甘さと爽やかさをしっかりと保てるため、非常に優秀なミックスです。,experience:coolness|taste:bitterness,ビター|爽やか,,,False,True,ミント×チョコレート,False,,False,False,False,,,,False,False,
R0060,MALAKI – Orange Mint(オレンジミント),https://cloud-jp.net/malaki-orangemint/,MALAKI – Orange Mint(オレンジミント),チョコレート,ミント,チョコレート||ミント,MALAKI – Orange Mint(オレンジミント)はCLOUD SHOPにてご購入いただけます！,,,,,False,False,,True,CLOUD SHOPにてご購入いただけます,False,False,False,,,,False,False,
R0136,DOZAJ – Chocolate(チョコレート)レビュー,https://cloud-jp.net/dozaj-chocolate/,DOZAJ – Chocolate(チョコレート)レビュー,チョコレート,ミント,チョコレート||ミント,Chocolateの特徴,,,,,False,False,,True,^[^。！？!?]*の特徴$,False,False,False,,,,False,False,
R0136,DOZAJ – Chocolate(チョコレート)レビュー,https://cloud-jp.net/dozaj-chocolate/,DOZAJ – Chocolate(チョコレート)レビュー,チョコレート,ミント,チョコレート||ミント,Chocolateのおすすめミックス,evaluation:positive,おすすめ,,,False,False,,True,^[^。！？!?]*おすすめ(?:の)?ミックス(?:・組み合わせ)?$,True,False,False,,,,False,False,
